Variant,Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 33,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,P1,S1,Rw2,nifW,S10,scarA,P3,S3,Rz2,nifZ,T1,S11,vRight,,,
Variant 34,vLeft,rS11,rT1,rnifV,rRv2,rS2,rP2,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,,
Variant 35,vLeft,P1,S1,Rv2,nifV,S10,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,,,,
Variant 36,vLeft,P3,S3,Rv1,nifV,T1,S11,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,P2,S2,Rs2,nifS,T1,P1,S13,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P3,S3,Rm2,nifM,T1,S11,vRight,,,,
Variant 37,vLeft,P2,S2,Ru1,nifU,S10,scarC,S0,Rs1,nifS,S10,scarD,S0,Rv1,nifV,S10,scarF,rS10,rnifW,rRw1,rS2,rP2,scarD,rS10,rnifM,rRm1,rS0,scarA,rS10,rnifZ,rRz1,rS2,rP2,vRight,,,,,,,,,,,,
Variant 38,vLeft,P2,S2,Ru1,nifU,S10,scarC,P3,S3,Rs2,nifS,S10,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,P3,S3,Rw1,nifW,S10,scarD,P1,S1,Rm1,nifM,T1,P1,S13,scarA,P1,S1,Rz1,nifZ,T1,S11,vRight,,,,
Variant 39,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,P3,S3,Rv1,nifV,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,P3,S3,Rw1,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,
Variant 40,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,S0,Rs1,nifS,S10,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,,
Variant 41,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P1,S1,Rm1,nifM,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,
Variant 42,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS10,rnifS,rRs1,rS1,rP1,scarF,rS10,rnifZ,rRz2,rS3,rP3,scarD,rS10,rnifM,rRm1,rS0,scarA,rS13,rP1,rT1,rnifW,rRw1,rS2,rP2,vRight,,,,,,,
Variant 43,vLeft,P3,S3,Rs2,nifS,T1,P1,S13,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,rS11,rT1,rnifM,rRm1,rS1,rP1,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,P1,S1,Rz1,nifZ,T1,S11,vRight,,
Variant 44,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rv1,nifV,S10,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,P1,S1,Rw2,nifW,S10,scarA,P3,S3,Rz2,nifZ,T1,S11,vRight,,,,,,
Variant 45,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,,
Variant 46,vLeft,rS11,rT1,rnifV,rRv2,rS2,rP2,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,,
Variant 47,vLeft,P1,S1,Rv2,nifV,S10,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P3,S3,Rm2,nifM,T1,S11,vRight,,,,,,,
Variant 48,vLeft,P3,S3,Rv1,nifV,T1,S11,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,P2,S2,Rs2,nifS,T1,P1,S13,scarF,rS10,rnifW,rRw1,rS2,rP2,scarD,rS13,rP1,rT1,rnifZ,rRz1,rS1,rP1,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,
Variant 49,vLeft,P2,S2,Ru1,nifU,S10,scarC,S0,Rs1,nifS,S10,scarD,S0,Rv1,nifV,S10,scarF,P3,S3,Rw1,nifW,S10,scarD,P1,S1,Rm1,nifM,T1,P1,S13,scarA,P1,S1,Rz1,nifZ,T1,S11,vRight,,,,,,,,
Variant 50,vLeft,P2,S2,Ru1,nifU,S10,scarC,P3,S3,Rs2,nifS,S10,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,P3,S3,Rw1,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,,
Variant 51,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,P3,S3,Rv1,nifV,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,
Variant 52,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,S0,Rs1,nifS,S10,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P1,S1,Rm1,nifM,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,,
Variant 53,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,rS10,rnifZ,rRz2,rS3,rP3,scarD,rS10,rnifM,rRm1,rS0,scarA,rS13,rP1,rT1,rnifW,rRw1,rS2,rP2,vRight,,,,,
Variant 54,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS10,rnifS,rRs1,rS1,rP1,scarF,rS11,rT1,rnifM,rRm1,rS1,rP1,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,P1,S1,Rz1,nifZ,T1,S11,vRight,,,,,
Variant 55,vLeft,P3,S3,Rs2,nifS,T1,P1,S13,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,P1,S1,Rw2,nifW,S10,scarA,P3,S3,Rz2,nifZ,T1,S11,vRight,,
Variant 56,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rv1,nifV,S10,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,,,,,
Variant 57,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,,
Variant 58,vLeft,rS11,rT1,rnifV,rRv2,rS2,rP2,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P3,S3,Rm2,nifM,T1,S11,vRight,,,,,
Variant 59,vLeft,P1,S1,Rv2,nifV,S10,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,rS10,rnifW,rRw1,rS2,rP2,scarD,rS13,rP1,rT1,rnifZ,rRz1,rS1,rP1,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,,,,
Variant 60,vLeft,P3,S3,Rv1,nifV,T1,S11,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,P2,S2,Rs2,nifS,T1,P1,S13,scarF,rS10,rnifW,rRw1,rS2,rP2,scarD,rS10,rnifM,rRm1,rS0,scarA,rS10,rnifZ,rRz1,rS2,rP2,vRight,,,,,,
Variant 61,vLeft,P2,S2,Ru1,nifU,S10,scarC,S0,Rs1,nifS,S10,scarD,S0,Rv1,nifV,S10,scarF,P3,S3,Rw1,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,,,,,,
Variant 62,vLeft,P2,S2,Ru1,nifU,S10,scarC,P3,S3,Rs2,nifS,S10,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,,
Variant 63,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,P3,S3,Rv1,nifV,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P1,S1,Rm1,nifM,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,
Variant 64,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,S0,Rs1,nifS,S10,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,rS10,rnifZ,rRz2,rS3,rP3,scarD,rS10,rnifM,rRm1,rS0,scarA,rS13,rP1,rT1,rnifW,rRw1,rS2,rP2,vRight,,,,,,
Variant 65,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,rS11,rT1,rnifM,rRm1,rS1,rP1,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,P1,S1,Rz1,nifZ,T1,S11,vRight,,,
Variant 66,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS10,rnifS,rRs1,rS1,rP1,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,P1,S1,Rw2,nifW,S10,scarA,P3,S3,Rz2,nifZ,T1,S11,vRight,,,,,
Variant 67,vLeft,P3,S3,Rs2,nifS,T1,P1,S13,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,
Variant 68,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rv1,nifV,S10,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,,,,,
Variant 69,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P3,S3,Rm2,nifM,T1,S11,vRight,,,,,
Variant 70,vLeft,rS11,rT1,rnifV,rRv2,rS2,rP2,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,rS10,rnifW,rRw1,rS2,rP2,scarD,rS13,rP1,rT1,rnifZ,rRz1,rS1,rP1,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,,
Variant 71,vLeft,P1,S1,Rv2,nifV,S10,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,rS10,rnifW,rRw1,rS2,rP2,scarD,rS10,rnifM,rRm1,rS0,scarA,rS10,rnifZ,rRz1,rS2,rP2,vRight,,,,,,,,,
Variant 72,vLeft,P3,S3,Rv1,nifV,T1,S11,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,P2,S2,Rs2,nifS,T1,P1,S13,scarF,P3,S3,Rw1,nifW,S10,scarD,P1,S1,Rm1,nifM,T1,P1,S13,scarA,P1,S1,Rz1,nifZ,T1,S11,vRight,,
Variant 73,vLeft,P2,S2,Ru1,nifU,S10,scarC,S0,Rs1,nifS,S10,scarD,S0,Rv1,nifV,S10,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,,,,,,
Variant 74,vLeft,P2,S2,Ru1,nifU,S10,scarC,P3,S3,Rs2,nifS,S10,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,P2,S2,Rz1,nifZ,T1,P1,S13,scarD,P1,S1,Rm1,nifM,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,,
Variant 75,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,P3,S3,Rv1,nifV,S10,scarD,S0,Rs1,nifS,T1,P1,S13,scarF,rS10,rnifZ,rRz2,rS3,rP3,scarD,rS10,rnifM,rRm1,rS0,scarA,rS13,rP1,rT1,rnifW,rRw1,rS2,rP2,vRight,,,,,
Variant 76,vLeft,P1,S1,Ru1,nifU,T1,P1,S13,scarC,S0,Rs1,nifS,S10,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,rS11,rT1,rnifM,rRm1,rS1,rP1,scarD,P3,S3,Rw1,nifW,T1,S11,scarA,P1,S1,Rz1,nifZ,T1,S11,vRight,,,,
Variant 77,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS11,rT1,rnifS,rRs1,rS1,rP1,scarD,P2,S2,Rv2,nifV,T1,P1,S13,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,P1,S1,Rw2,nifW,S10,scarA,P3,S3,Rz2,nifZ,T1,S11,vRight,,,
Variant 78,vLeft,rS11,rT1,rnifU,rRu2,rS0,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS10,rnifS,rRs1,rS1,rP1,scarF,P2,S2,Rm2,nifM,T1,P1,S13,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P1,S1,Rw2,nifW,T1,S11,vRight,,,,
Variant 79,vLeft,P3,S3,Rs2,nifS,T1,P1,S13,scarC,P1,S1,Ru1,nifU,T1,S11,scarD,rS11,rT1,rnifV,rRv2,rS1,rP1,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,S10,scarA,S0,Rm1,nifM,T1,S11,vRight,,,,,,,
Variant 80,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,P3,S3,Ru2,nifU,S10,scarD,S0,Rv1,nifV,S10,scarF,S0,Rw2,nifW,S10,scarD,S0,Rz2,nifZ,T1,P1,S13,scarA,P3,S3,Rm2,nifM,T1,S11,vRight,,,,,,,,
Variant 81,vLeft,rS11,rT1,rnifS,rRs2,rS2,rP2,scarC,rS13,rP1,rT1,rnifV,rRv1,rS0,scarD,rS13,rP1,rT1,rnifU,rRu2,rS0,scarF,rS10,rnifW,rRw1,rS2,rP2,scarD,rS13,rP1,rT1,rnifZ,rRz1,rS1,rP1,scarA,rS10,rnifM,rRm2,rS3,rP3,vRight,,,,
